StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,D_PropCompGood70_1,D_PropHighGood70_1,D_PropLowGood70_1,D_PropCompBad70_1,D_PropBadHigh70_1,D_PropLowBad70_1,D_CompCheck,B_PropCompGood70_1,B_PropHighGood70_1,B_PropLowGood70_1,B_PropCompBad70_1,B_PropHighBad70_1,B_PropLowBad70_1,B_CompCheck,C_PropCompGood70_1,C_PropHighGood70_1,C_PropLowGood70_1,C_PropCompBad70_1,C_PropHighBad70_1,C_PropLowBad70_1,C_CompCheck,D_PropCompGood85_1,D_PropHighGood85_1,D_PropLowGood85_1,D_PropCompBad85_1,D_PropHighBad85_1,D_PropLowBad85_1,B_PropCompGood85_1,B_PropHighGood85_1,B_PropLowGood85_1,B_PropCompBad85_1,B_PropHighBad85_1,B_PropLowBad85_1,C_PropCompGood85_1,C_PropHighGood85_1,C_PropLowGood85_1,C_PropCompBad85_1,C_PropHighBad85_1,C_PropLowBad85_1,D_PropCompGood98_1,D_PropHighGood98_1,D_PropLowGood98_1,D_PropCompBad98_1,D_PropHighBad98_1,D_PropLowBad98_1,B_PropCompGood98_1,B_PropHighGood98_1,B_PropLowGood98_1,B_PropCompBad98_1,B_PropHighBad98_1,B_PropLowBad98_1,C_PropCompGood98_1,C_PropHighGood98_1,C_PropLowGood98_1,C_PropCompBad98_1,C_PropHighGood98_1,C_PropLowBad98_1,D_StabCompGood70_1,D_StabHighGood70_1,D_StabLowGood70_1,D_StabCompBad70_1,D_StabHighBad70_1,D_StabLowBad70_1,B_StabCompGood70_1,B_StabHighGood70_1,B_StabLowGood70_1,B_StabCompBad70_1,B_StabHighBad70_1,B_StabLowBad70_1,C_StabCompGood70_1,C_StabHighGood70_1,C_StabLowGood70_1,C_StabCompBad70_1,C_StabHighBad70_1,C_StabLowBad70_1,D_StabCompGood85_1,D_StabHighGood85_1,D_StabLowGood85_1,D_StabCompBad85_1,D_StabHighBad85_1,D_StabLowBad85_1,B_StabCompGood85_1,B_StabHighGood85_1,B_StabLowGood85_1,B_StabCompBad85_1,B_StabHighBad85_1,B_StabLowBad85_1,C_StabCompGood85_1,C_StabHighGood85_1,C_StabLowGood85_1,C_StabCompBad85_1,C_StabHighBad85_1,C_StabLowBad85_1,D_StabCompGood98_1,D_StabHighGood98_1,D_StabLowGood98_1,D_StabCompBad98_1,D_StabHighBad98_1,D_StabLowBad98_1,B_StabCompGood98_1,B_StabHighGood98_1,B_StabLowGood98_1,B_StabCompBad98_1,B_StabHighBad98_1,B_StabLowBad98_1,C_StabCompGood98_1,C_StabHighGood98_1,C_StabLowGood98_1,C_StabCompBad98_1,C_StabHighBad98_1,C_StabLowBad98_1,Feedback,PROLIFIC_PID,pay,time,STUDY_ID,SESSION_ID,Vignette,Group
12/20/21 11:13,12/20/21 11:16,IP Address,*******,100,198,TRUE,12/20/21 11:16,R_27WjzBcSV0lFcTq,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e90b7d2dc69fd3de27660f3,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e90b7d2dc69fd3de27660f3,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c7bcf1377fd0494eb89e,Drol,Stab_No_Loss
12/20/21 11:14,12/20/21 11:16,IP Address,*******,100,156,TRUE,12/20/21 11:16,R_1M3sPpoXXLJyTLb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fdde2a560c895ce04b3bef,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60fdde2a560c895ce04b3bef,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c7eb03ec84c43d2ae91e,Drol,Stab_No_Loss
12/20/21 11:15,12/20/21 11:16,IP Address,*******,100,86,TRUE,12/20/21 11:16,R_3GwVV3f3PQDJc1P,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fcfa4abd465a8d0e25900d,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,1,-2,-3,-3,,,,,,,,,,,,,,,,,,,no,60fcfa4abd465a8d0e25900d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c83a2f3aef38e66e36ea,Chapagite,Stab_Loss_1
12/20/21 11:13,12/20/21 11:17,IP Address,*******,100,216,TRUE,12/20/21 11:17,R_1eRTTNqlhul2PLs,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5af529ca222e4d0001878444,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,-3,-3,-3,,,,,,,,,,,,,"No issues, thank you.",5af529ca222e4d0001878444,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c7d870c9c859cbf6ee3e,Drol,Stab_Loss_2
12/20/21 11:16,12/20/21 11:17,IP Address,*******,100,90,TRUE,12/20/21 11:17,R_2SAkxGqGW3IEJ04,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f9b701704aa55229049cee0,,,,,,,Drol,,,,,,,,,,,,,,,2,1,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f9b701704aa55229049cee0,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c863a23df43aeda64092,Drol,Prop_Loss_1
12/20/21 11:15,12/20/21 11:17,IP Address,*******,100,129,TRUE,12/20/21 11:17,R_2QQApbewFvE7QrZ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6101ad2ea0f78515638f8c99,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6101ad2ea0f78515638f8c99,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c84666dc39be928d23ff,Chapagite,Prop_Loss_2
12/20/21 11:16,12/20/21 11:18,IP Address,*******,100,82,TRUE,12/20/21 11:18,R_3LdyFcJyWTI4v2w,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f171e9023611c038f0bd539,,,,,,,Drol,,,,,,,,,,,,,,,3,3,-3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5f171e9023611c038f0bd539,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c88745f69c2e16360009,Drol,Prop_Loss_1
12/20/21 11:15,12/20/21 11:18,IP Address,*******,100,184,TRUE,12/20/21 11:18,R_1WYJ7teWUMJyPRf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6070b93d8a53ebeb1710178e,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,Interesting study; good luck in your research study efforts.,6070b93d8a53ebeb1710178e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c821ab654ae7fe9fdcab,Chapagite,Stab_Loss_1
12/20/21 11:16,12/20/21 11:18,IP Address,*******,100,102,TRUE,12/20/21 11:18,R_1pGyLmZ5VvSMySd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d3cc9010e510a00013df6f6,3,2,2,-3,-3,-3,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d3cc9010e510a00013df6f6,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c87a66dc39be928d2402,Drol,Prop_No_Loss
12/20/21 11:15,12/20/21 11:18,IP Address,*******,100,137,TRUE,12/20/21 11:18,R_3DqqgFhgCktsC8X,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60a1c07990c22b9b614d629d,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60a1c07990c22b9b614d629d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c85735229ad70a72b0cb,Chapagite,Prop_Loss_2
12/20/21 11:15,12/20/21 11:18,IP Address,*******,100,145,TRUE,12/20/21 11:18,R_3qq8ejQhER8ZLo1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f77e37c882a5720cfd8b568,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,-3,-3,-3,,5f77e37c882a5720cfd8b568,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c859252781ca8b84912f,Chapagite,Stab_Loss_2
12/20/21 11:15,12/20/21 11:18,IP Address,*******,100,173,TRUE,12/20/21 11:18,R_3qNYmbd7NwJHCn7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,600c3219a434df2de6427feb,2,2,2,-3,-3,-3,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600c3219a434df2de6427feb,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c809d43123a4f905962c,Drol,Prop_No_Loss
12/20/21 11:15,12/20/21 11:18,IP Address,*******,100,196,TRUE,12/20/21 11:18,R_1q2QiFLFyoZNF1C,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61532109e21fff7c56edc8b6,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,1,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61532109e21fff7c56edc8b6,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c83c0d061db30081b2c7,Bricofly,Stab_No_Loss
12/20/21 11:17,12/20/21 11:19,IP Address,*******,100,120,TRUE,12/20/21 11:19,R_3R3fPMwBLbLzKtA,*******,*******,*******,*******,*******,*******,anonymous,EN,,60fece35afedb0bdd821592a,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,60fece35afedb0bdd821592a,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c89d97abe1a7adfc8645,Bricofly,Stab_Loss_1
12/20/21 11:17,12/20/21 11:19,IP Address,*******,100,90,TRUE,12/20/21 11:19,R_z7N7Nwj96P5DaDv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61007ec7b65c2281b7a45058,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,-2,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61007ec7b65c2281b7a45058,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8c8ad9150114cb83ab0,Bricofly,Stab_No_Loss
12/20/21 11:17,12/20/21 11:19,IP Address,*******,100,122,TRUE,12/20/21 11:19,R_QfC0ww4C4ogPoUp,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611317672f863e406badad3b,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,611317672f863e406badad3b,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8b092a24b90ee7982b1,Chapagite,Prop_Loss_2
12/20/21 11:16,12/20/21 11:19,IP Address,*******,100,158,TRUE,12/20/21 11:19,R_3Jbh9zs4DSt66HK,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c25cfb4f30fd30001a7c55e,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c25cfb4f30fd30001a7c55e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c89267bff99118d97584,Drol,Stab_Loss_1
12/20/21 11:17,12/20/21 11:19,IP Address,*******,100,144,TRUE,12/20/21 11:19,R_24hhtoqwyXqveH7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61130a12d87efcd777a39fe7,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,3,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61130a12d87efcd777a39fe7,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c8a9b05187c2efc9424b,Bricofly,Prop_Loss_1
12/20/21 11:16,12/20/21 11:19,IP Address,*******,100,180,TRUE,12/20/21 11:19,R_0oyJw3et1bSZW6Z,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60799c99d0e2e5af00503b69,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1,-3,-3,-3,,60799c99d0e2e5af00503b69,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c88674f45c82d58bebac,Chapagite,Stab_Loss_2
12/20/21 11:18,12/20/21 11:19,IP Address,*******,100,90,TRUE,12/20/21 11:19,R_1gCp5xqsZliqTYc,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,614d673e3a5fd5cb2b5b6eb7,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,-1,3,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,614d673e3a5fd5cb2b5b6eb7,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8e9940bb9efdd6381c7,Chapagite,Prop_Loss_1
12/20/21 11:16,12/20/21 11:20,IP Address,*******,100,220,TRUE,12/20/21 11:20,R_Ybnu9xK0LxdNUYx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60b7aff137557cce20b3d778,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,-3,-2,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60b7aff137557cce20b3d778,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c87366dc39be928d2400,Drol,Stab_No_Loss
12/20/21 11:18,12/20/21 11:20,IP Address,*******,100,84,TRUE,12/20/21 11:20,R_3sv53J3wGttX6Mr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e0f9b1011d8796bb2d6e568,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,3,3,3,3,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5e0f9b1011d8796bb2d6e568,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8fe04535a7b679f1f3e,Bricofly,Prop_Loss_1
12/20/21 11:18,12/20/21 11:20,IP Address,*******,100,91,TRUE,12/20/21 11:20,R_2VlTvpayyj7rkrF,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61001ed84f0d2e8d0a00e6e9,,,,,,,Psylo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,-2,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61001ed84f0d2e8d0a00e6e9,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8ffde9bee0d5fbcaa4a,Drol,Stab_No_Loss
12/20/21 11:17,12/20/21 11:20,IP Address,*******,100,211,TRUE,12/20/21 11:20,R_3NWbEgaz7IIEuPc,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c91c11b707ed90001859285,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,-3,-3,-3,,,,,,,,5c91c11b707ed90001859285,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c8a7d8af19217edda9ad,Bricofly,Stab_Loss_2
12/20/21 11:17,12/20/21 11:20,IP Address,*******,100,201,TRUE,12/20/21 11:20,R_6u2AN6TT3yHm85r,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5980128635fbf100017d0861,,,,,,,,3,3,3,1,-1,-1,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5980128635fbf100017d0861,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8b15fa273ccd83a70bc,Bricofly,Prop_No_Loss
12/20/21 11:19,12/20/21 11:20,IP Address,*******,100,96,TRUE,12/20/21 11:20,R_1rc8Lj81lpNscus,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,610058bccda3ea7239f7df79,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,1,0,-1,0,0,,,,,,,,,,,,,,,,,,,,610058bccda3ea7239f7df79,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c91f2f3753fe7e801957,Chapagite,Stab_Loss_1
12/20/21 11:17,12/20/21 11:21,IP Address,*******,100,219,TRUE,12/20/21 11:21,R_2QoN7wREV4MpB7y,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60f6e8201abc0ee65fa0fd64,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,-2,-2,-2,,,,,,,,,,,,,,,,,,,"No.  Nothing in the survey was confusing, difficult or frustrating.",60f6e8201abc0ee65fa0fd64,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c8adeec523bcafe90e4a,Chapagite,Stab_Loss_1
12/20/21 11:18,12/20/21 11:21,IP Address,*******,100,150,TRUE,12/20/21 11:21,R_3fIgqltpqyOJS2g,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,55bb74f1fdf99b1519ef4762,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55bb74f1fdf99b1519ef4762,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c8f6f9895eea783814e2,Drol,Stab_No_Loss
12/20/21 11:18,12/20/21 11:21,IP Address,*******,100,131,TRUE,12/20/21 11:21,R_6XPFj2iNqzuFrjP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ed1f281a0e7a4000ae547ce,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,3,1,-2,-1,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N/A,5ed1f281a0e7a4000ae547ce,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c90c146ba41c98e1b02a,Chapagite,Prop_Loss_2
12/20/21 11:19,12/20/21 11:21,IP Address,*******,100,105,TRUE,12/20/21 11:21,R_24k3YZFYQqCP0CE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6111a2d4276d6e5f3197a653,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,0,-1,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6111a2d4276d6e5f3197a653,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c931413c2e0fc5c394e0,Bricofly,Stab_No_Loss
12/20/21 11:19,12/20/21 11:21,IP Address,*******,100,112,TRUE,12/20/21 11:21,R_2WSen5qMRc4zeNE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60e99c79d650aa72fef58a7b,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,-3,-3,-3,,,,,,,,,,,,,,60e99c79d650aa72fef58a7b,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c92e9d7fb48df01615d8,Drol,Stab_Loss_2
12/20/21 11:17,12/20/21 11:21,IP Address,*******,100,251,TRUE,12/20/21 11:21,R_1nN53EpfeRdxI1g,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c6ef14c2cd3cb0001fadd0e,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,-2,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6ef14c2cd3cb0001fadd0e,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c895e7e0aa2400d8066b,Drol,Prop_Loss_2
12/20/21 11:19,12/20/21 11:21,IP Address,*******,100,121,TRUE,12/20/21 11:21,R_3Pbl7GYhozk1kgq,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e6bb8725e0e11000930aaef,,,,,,,Drol,,,,,,,,,,,,,,,2,2,2,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"It was very easy to understand, I had no issues at all.",5e6bb8725e0e11000930aaef,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c9257854951eb28f0974,Drol,Prop_Loss_1
12/20/21 11:19,12/20/21 11:21,IP Address,*******,100,149,TRUE,12/20/21 11:21,R_1jBXuOkH23lYDdr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5de579912238364fcdf1a97d,3,1,1,-3,-3,-3,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nothing was confusing,5de579912238364fcdf1a97d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c911aa22c5715a49598c,Drol,Prop_No_Loss
12/20/21 11:19,12/20/21 11:21,IP Address,*******,100,108,TRUE,12/20/21 11:21,R_1jO0oaewID9ZniP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60ff72e33e523a7e2a3e4844,,,,,,,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,3,-3,-3,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/a,60ff72e33e523a7e2a3e4844,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c93fb166ddcab3ed4abf,Drol,Stab_Loss_1
12/20/21 11:20,12/20/21 11:21,IP Address,*******,100,59,TRUE,12/20/21 11:21,R_1LexoipX3zVB3ho,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5b112baa9663ee000145eed2,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,,,,,,,,,,,,,,,,,,,,5b112baa9663ee000145eed2,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38c,61c0c979f0cf17a451f03f88,Chapagite,Stab_Loss_1
12/20/21 11:16,12/20/21 11:21,IP Address,*******,100,342,TRUE,12/20/21 11:21,R_4Iz7ndsMPRBhiGl,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c919a87707ed900018591e3,,,,,,,,,,,,,,,,,,,,,Chapagite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,3,1,-3,-3,-3,"No, it was straight forward.",5c919a87707ed900018591e3,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c863307ef9e29d232ce7,Chapagite,Stab_Loss_2
12/20/21 11:19,12/20/21 11:22,IP Address,*******,100,165,TRUE,12/20/21 11:22,R_2YsPTPquZzkcl1D,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fecec76827f81eea8e1796d,3,3,3,-3,-3,-3,Drol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5fecec76827f81eea8e1796d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c9325f3399b92a97c50b,Drol,Prop_No_Loss
12/20/21 11:20,12/20/21 11:22,IP Address,*******,100,107,TRUE,12/20/21 11:22,R_1lyraqmcE1jUIkS,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60919c8f1b024991374cfb2d,,,,,,,,,,,,,,Bricofly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,-3,-3,-3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60919c8f1b024991374cfb2d,$0.38 ,3 minutes,61c0ba38b73626a4ba25d38d,61c0c95695004bd7599d24f7,Bricofly,Stab_No_Loss
